quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments,,,,,,,,
2000 Q4,I,Accommodation and food services,Food and beverage services,189927,93503,96424,1146,10729,,,,,,,,
2000 Q4,J,Information and communications,Publishing,19116,11264,7852,216,1129,,,,,,,,
2000 Q4,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",14191,9134,5057,234,1460,,,,,,,,
2000 Q4,J,Information and communications,Telecommunications,26706,16899,9807,238,491,,,,,,,,
2000 Q4,J,Information and communications,Information technology services,23593,16855,6738,697,3475,,,,,,,,
2000 Q4,J,Information and communications,Information services,4518,2796,1722,90,382,,,,,,,,
2000 Q4,K,Financing and insurance,Financial services (except insurance and pension funding),106594,48686,57908,1095,5958,,,,,,,,
2000 Q4,K,Financing and insurance,Insurance,10969,4057,6912,361,169,,,,,,,,
2000 Q4,K,Financing and insurance,Services auxiliary to financial and insurance services,41145,20426,20719,584,9152,,,,,,,,
2000 Q4,L,Real estate,Real estate,81181,53751,27430,1289,10880,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services",Legal and accounting services,34103,15939,18164,490,4561,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,22112,11046,11066,200,3092,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",26489,18073,8416,494,2405,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services",Scientific research and development,165,92,73,8,42,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services",Advertising and market research,14738,7928,6810,394,2864,,,,,,,,
2000 Q4,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",15078,8837,6241,239,4710,,,,,,,,
2000 Q4,N,Administrative and support services,Rental and leasing services,2135,1450,685,31,543,,,,,,,,
2000 Q4,N,Administrative and support services,Employment services,6687,2350,4337,149,1222,,,,,,,,
2000 Q4,N,Administrative and support services,"Travel agency, reservation service and related services",19007,8494,10513,255,2187,,,,,,,,
2000 Q4,N,Administrative and support services,Security and investigation services,32333,28074,4259,786,126,,,,,,,,
2000 Q4,N,Administrative and support services,Services to buildings and landscape care,43450,14728,28722,412,1076,,,,,,,,
2000 Q4,N,Administrative and support services,"Office administrative, office support and other business support services",18765,10290,8475,151,4309,,,,,,,,
2000 Q4,P,Education,Education,117124,44288,72836,735,3676,,,,,,,,
2000 Q4,Q,Human health and social work services,Human health services,67110,17622,49488,2117,4405,,,,,,,,
2000 Q4,Q,Human health and social work services,Residential care services,16483,2748,13735,396,948,,,,,,,,
2000 Q4,Q,Human health and social work services,Social work services,17351,3488,13863,155,1260,,,,,,,,
2000 Q4,R,"Arts, entertainment and recreation",Creative and performing arts activities,2082,1152,930,22,491,,,,,,,,
2000 Q4,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",386,130,256,12,62,,,,,,,,
2000 Q4,R,"Arts, entertainment and recreation",Amusement parks and theme parks,0,0,0,0,0,,,,,,,,
2000 Q4,R,"Arts, entertainment and recreation",Sports and other entertainment services,0,0,0,0,0,,,,,,,,
2000 Q4,S,Other services,Activities of membership organisations,8740,3916,4824,124,928,,,,,,,,
2000 Q4,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",18802,15492,3310,176,5202,,,,,,,,
2000 Q4,S,Other services,Other personal services,29405,12761,16644,321,6999,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of food products,18549,11225,7324,153,723,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of beverages,3184,2563,621,17,29,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of tobacco products,433,340,93,3,3,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of textiles,14533,8953,5580,92,1289,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of wearing apparel,45363,12504,32859,544,2585,,,,,,,,
2001 Q1,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",1153,734,419,7,309,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of paper and paper products,3850,2911,939,19,609,,,,,,,,
2001 Q1,C,Manufacturing,Printing and reproduction of recorded media,27011,19584,7427,180,4013,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2348,1697,651,14,247,,,,,,,,
2001 Q1,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2449,1046,1403,25,176,,,,,,,,
2001 Q1,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",5556,3720,1836,48,936,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of other non-metallic mineral products,2298,1936,362,19,306,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of basic metals,1218,1028,190,6,80,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),9360,7151,2209,51,1849,,,,,,,,
2001 Q1,C,Manufacturing,"Manufacture of computer, electronic and optical products",21658,9972,11686,168,611,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of electrical equipment,4403,2489,1914,16,335,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,5906,4487,1419,21,1293,,,,,,,,
2001 Q1,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1666,1434,232,30,108,,,,,,,,
2001 Q1,C,Manufacturing,Manufacture of furniture,1075,913,162,0,272,,,,,,,,
2001 Q1,C,Manufacturing,Other manufacturing,12397,7962,4435,159,2145,,,,,,,,
2001 Q1,C,Manufacturing,Repair and installation of machinery and equipment,14462,11954,2508,162,1667,,,,,,,,
2001 Q1,B,Mining and quarrying,Quarrying and other mining of non-metal ores,203,189,14,0,6,,,,,,,,
2001 Q1,D,Electricity and gas supply,Electricity and gas supply,8453,7304,1149,8,19,,,,,,,,
2001 Q1,E,"Sewerage, waste management and remediation services",Sewerage,446,219,227,2,36,,,,,,,,
2001 Q1,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2117,1058,1059,10,199,,,,,,,,
2001 Q1,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,128,79,49,0,13,,,,,,,,
2001 Q1,F,Construction,Construction sites (manual workers only),87813,81351,6462,248,1008,,,,,,,,
2001 Q1,F,Construction,Public sector sites,44558,42066,2492,149,431,,,,,,,,
2001 Q1,F,Construction,Public sector building sites,23204,21389,1815,52,199,,,,,,,,
2001 Q1,F,Construction,Public sector civil engineering sites,21354,20677,677,97,232,,,,,,,,
2001 Q1,F,Construction,Private sector sites,43255,39285,3970,99,577,,,,,,,,
2001 Q1,F,Construction,Private sector building sites,40214,36411,3803,99,505,,,,,,,,
2001 Q1,F,Construction,Private sector civil engineering sites,3041,2874,167,0,72,,,,,,,,
2001 Q1,G,"Import/export, wholesale and retail trades",Import and export trade,512346,281101,231245,6693,103447,,,,,,,,
2001 Q1,G,"Import/export, wholesale and retail trades",Wholesale,68226,44544,23682,653,15856,,,,,,,,
2001 Q1,G,"Import/export, wholesale and retail trades",Retail trade,213372,96971,116401,2428,57701,,,,,,,,
2001 Q1,H,"Transportation, storage, postal and courier services",Land transport,44566,38580,5986,364,2800,,,,,,,,
2001 Q1,H,"Transportation, storage, postal and courier services",Water transport,9498,6213,3285,90,381,,,,,,,,
2001 Q1,H,"Transportation, storage, postal and courier services",Air transport,16009,6096,9913,168,107,,,,,,,,
2001 Q1,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,54435,35969,18466,492,3974,,,,,,,,
2001 Q1,H,"Transportation, storage, postal and courier services",Postal and courier services,10819,6970,3849,171,584,,,,,,,,
2001 Q1,I,Accommodation and food services,Accommodation services,28900,16627,12273,595,761,,,,,,,,
2001 Q1,I,Accommodation and food services,Food and beverage services,193266,95095,98171,1597,11046,,,,,,,,
2001 Q1,J,Information and communications,Publishing,18549,11128,7421,227,1089,,,,,,,,
2001 Q1,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",12736,7845,4891,160,1467,,,,,,,,
2001 Q1,J,Information and communications,Telecommunications,27378,17281,10097,421,488,,,,,,,,
2001 Q1,J,Information and communications,Information technology services,23877,17027,6850,750,3428,,,,,,,,
2001 Q1,J,Information and communications,Information services,3512,2130,1382,68,379,,,,,,,,
2001 Q1,K,Financing and insurance,Financial services (except insurance and pension funding),106204,48626,57578,1882,5809,,,,,,,,
2001 Q1,K,Financing and insurance,Insurance,10875,4072,6803,367,155,,,,,,,,
2001 Q1,K,Financing and insurance,Services auxiliary to financial and insurance services,42490,21500,20990,815,9206,,,,,,,,
2001 Q1,L,Real estate,Real estate,77577,52009,25568,1322,10029,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services",Legal and accounting services,31303,14460,16843,473,4582,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,20033,9535,10498,367,3233,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",26040,17953,8087,363,2411,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services",Scientific research and development,198,119,79,4,44,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services",Advertising and market research,14466,7690,6776,273,2862,,,,,,,,
2001 Q1,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",15754,9269,6485,241,4757,,,,,,,,
2001 Q1,N,Administrative and support services,Rental and leasing services,1969,1319,650,34,514,,,,,,,,
2001 Q1,N,Administrative and support services,Employment services,7127,2664,4463,153,1179,,,,,,,,
2001 Q1,N,Administrative and support services,"Travel agency, reservation service and related services",18162,8192,9970,255,2159,,,,,,,,
2001 Q1,N,Administrative and support services,Security and investigation services,34655,29432,5223,731,130,,,,,,,,
2001 Q1,N,Administrative and support services,Services to buildings and landscape care,41387,13627,27760,304,1106,,,,,,,,
2001 Q1,N,Administrative and support services,"Office administrative, office support and other business support services",19284,10651,8633,418,3874,,,,,,,,
2001 Q1,P,Education,Education,121499,45701,75798,768,3750,,,,,,,,
2001 Q1,Q,Human health and social work services,Human health services,69391,19769,49622,2060,4384,,,,,,,,
2001 Q1,Q,Human health and social work services,Residential care services,17106,2453,14653,569,922,,,,,,,,
2001 Q1,Q,Human health and social work services,Social work services,18619,3737,14882,191,1359,,,,,,,,
2001 Q1,R,"Arts, entertainment and recreation",Creative and performing arts activities,2267,1379,888,11,511,,,,,,,,
2001 Q1,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",388,143,245,8,58,,,,,,,,
2001 Q1,R,"Arts, entertainment and recreation",Amusement parks and theme parks,0,0,0,0,0,,,,,,,,
2001 Q1,R,"Arts, entertainment and recreation",Sports and other entertainment services,0,0,0,0,0,,,,,,,,
2001 Q1,S,Other services,Activities of membership organisations,9240,4194,5046,105,938,,,,,,,,
2001 Q1,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",17585,14808,2777,166,4955,,,,,,,,
2001 Q1,S,Other services,Other personal services,30104,13844,16260,770,7274,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of food products,19202,11680,7522,163,772,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of beverages,3160,2531,629,27,26,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of tobacco products,435,343,92,0,3,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of textiles,15301,9180,6121,83,1336,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of wearing apparel,46239,12904,33335,652,2584,,,,,,,,
2001 Q2,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",1163,809,354,6,332,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of paper and paper products,3720,2687,1033,21,622,,,,,,,,
2001 Q2,C,Manufacturing,Printing and reproduction of recorded media,28109,19914,8195,197,4018,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,2414,1738,676,20,253,,,,,,,,
2001 Q2,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2283,942,1341,11,186,,,,,,,,
2001 Q2,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",5851,3747,2104,25,994,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of other non-metallic mineral products,2163,1842,321,8,266,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of basic metals,1231,1043,188,10,76,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),9034,6928,2106,103,1819,,,,,,,,
2001 Q2,C,Manufacturing,"Manufacture of computer, electronic and optical products",19899,9448,10451,90,570,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of electrical equipment,4369,2494,1875,22,338,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,6423,5017,1406,33,1328,,,,,,,,
2001 Q2,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,1611,1332,279,39,112,,,,,,,,
2001 Q2,C,Manufacturing,Manufacture of furniture,619,541,78,5,222,,,,,,,,
2001 Q2,C,Manufacturing,Other manufacturing,12568,8211,4357,75,2165,,,,,,,,
2001 Q2,C,Manufacturing,Repair and installation of machinery and equipment,14372,11420,2952,158,1700,,,,,,,,
2001 Q2,B,Mining and quarrying,Quarrying and other mining of non-metal ores,204,190,14,0,8,,,,,,,,
2001 Q2,D,Electricity and gas supply,Electricity and gas supply,8238,7167,1071,5,19,,,,,,,,
2001 Q2,E,"Sewerage, waste management and remediation services",Sewerage,471,242,229,0,38,,,,,,,,
2001 Q2,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",2081,1022,1059,21,192,,,,,,,,
